battery_id,car_model,battery_type,charging_speed,climate,depth_of_discharge,cycle_index,calendar_age_months,mileage_km,soh_percentage,capacity_Ah,voltage_V,temperature_C,internal_resistance_ohm,energy_throughput_kwh,total_lifespan_cycles,remaining_useful_cycles,remaining_useful_life_km,remaining_useful_life_months,eol_reached
BAT-TEST-L-06253,Tesla Model S,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),1967,106.0,558858.3,62.49,49.97,330.43,18.8,0.100449,92183.64,5243,3276,982800,131.0,1
BAT-TEST-L-06254,BYD Blade EV,NMC,Fast (DC),Cold,Deep (0-100%),3731,113.6,945485.3,20.84,17.14,354.27,28.8,0.172369,58313.16,4713,982,294600,39.3,1
BAT-TEST-L-06255,Model 3 Long Range,NMC,Ultra-Fast (HPC),Cold,Moderate (10-90%),2307,121.0,601517.6,60.75,48.01,351.52,46.6,0.096808,105114.79,5878,3571,1071300,142.8,1
BAT-TEST-L-06256,Tesla Model S,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),1379,82.1,434057.4,72.48,57.55,337.01,16.9,0.087727,74963.73,5011,3632,1089600,145.3,1
BAT-TEST-L-06257,BYD Blade EV,LFP,Ultra-Fast (HPC),Temperate,Shallow (20-80%),3165,147.2,913014.6,35.01,27.98,339.8,50.5,0.151941,83104.76,4870,1705,511500,68.2,1
BAT-TEST-L-06258,Model 3 Long Range,LFP,Slow (AC),Temperate,Moderate (10-90%),1971,103.5,601329.5,65.55,51.55,340.73,20.0,0.092241,96902.55,5722,3751,1125300,150.0,1
BAT-TEST-L-06259,Tesla Model S,LFP,Ultra-Fast (HPC),Temperate,Shallow (20-80%),1712,100.8,550693.1,67.26,53.5,336.01,31.3,0.09197,86361.84,5229,3517,1055100,140.7,1
BAT-TEST-L-06260,BYD Blade EV,NCA,Ultra-Fast (HPC),Hot,Moderate (10-90%),2988,171.6,946050.5,43.97,36.76,331.54,24.7,0.139691,98542.38,5333,2345,703500,93.8,1
BAT-TEST-L-06261,Tesla Model S,NMC,Slow (AC),Cold,Moderate (10-90%),3279,129.1,1067825.3,31.18,25.06,333.51,22.8,0.154515,76671.2,4764,1485,445500,59.4,1
BAT-TEST-L-06262,Chevy Bolt EV,NCA,Slow (AC),Cold,Deep (0-100%),1096,37.8,396039.5,72.66,60.62,351.2,36.0,0.093649,59728.29,4009,2913,873900,116.5,1
BAT-TEST-L-06263,Model 3 Long Range,LFP,Slow (AC),Cold,Deep (0-100%),3004,123.5,1093106.1,42.73,32.0,345.86,27.6,0.133912,96280.92,5246,2242,672600,89.7,1
BAT-TEST-L-06264,Chevy Bolt EV,NCA,Slow (AC),Hot,Shallow (20-80%),3758,126.1,1364653.7,31.77,25.97,330.46,32.3,0.16012,89541.37,5508,1750,525000,70.0,1
BAT-TEST-L-06265,Model 3 Long Range,NCA,Ultra-Fast (HPC),Hot,Moderate (10-90%),2109,129.2,769341.2,63.8,50.41,352.3,34.6,0.103047,100922.13,5827,3718,1115400,148.7,1
BAT-TEST-L-06266,Chevy Bolt EV,NCA,Slow (AC),Hot,Moderate (10-90%),3218,123.9,1051776.2,44.92,36.92,331.98,19.1,0.134822,108407.06,5842,2624,787200,105.0,1
BAT-TEST-L-06267,Chevy Bolt EV,NCA,Fast (DC),Hot,Moderate (10-90%),1284,77.7,501548.3,70.4,54.44,344.66,29.2,0.093109,67791.96,4337,3053,915900,122.1,1
BAT-TEST-L-06268,Model 3 Long Range,NMC,Slow (AC),Temperate,Deep (0-100%),1585,46.5,433185.6,63.71,50.18,337.67,43.2,0.105376,75733.23,4367,2782,834600,111.3,1
BAT-TEST-L-06269,BYD Blade EV,NMC,Ultra-Fast (HPC),Temperate,Moderate (10-90%),4378,283.2,1632964.1,15.52,12.17,354.35,48.1,0.18327,50970.16,5182,804,241200,32.2,1
BAT-TEST-L-06270,Tesla Model S,LFP,Fast (DC),Temperate,Moderate (10-90%),4108,118.2,1185577.6,28.31,22.34,352.8,23.8,0.152023,87231.43,5730,1622,486600,64.9,1
BAT-TEST-L-06271,Chevy Bolt EV,LFP,Ultra-Fast (HPC),Temperate,Moderate (10-90%),2588,85.9,742200.0,42.14,35.18,356.08,43.3,0.132163,81793.38,4473,1885,565500,75.4,1
BAT-TEST-L-06272,Chevy Bolt EV,NCA,Ultra-Fast (HPC),Hot,Moderate (10-90%),4764,262.1,1465218.3,12.6,11.53,348.44,38.4,0.182134,45030.51,5451,687,206100,27.5,1
BAT-TEST-L-06273,Tesla Model S,NMC,Fast (DC),Hot,Deep (0-100%),1762,73.1,570331.5,68.41,52.61,355.28,40.9,0.090467,90409.22,5578,3816,1144800,152.6,1
BAT-TEST-L-06274,Model 3 Long Range,NMC,Ultra-Fast (HPC),Temperate,Moderate (10-90%),1745,58.4,452841.2,61.24,47.62,345.29,29.4,0.110671,80150.21,4502,2757,827100,110.3,1
BAT-TEST-L-06275,Model Y Performance,LFP,Slow (AC),Temperate,Deep (0-100%),1663,60.4,553704.6,71.55,56.94,346.85,42.5,0.098392,89241.72,5846,4183,1254900,167.3,1
BAT-TEST-L-06276,Model Y Performance,NMC,Fast (DC),Temperate,Moderate (10-90%),1708,109.3,581912.4,69.36,55.18,343.41,25.0,0.087998,88856.47,5575,3867,1160100,154.7,1
BAT-TEST-L-06277,Model 3 Long Range,LFP,Slow (AC),Cold,Deep (0-100%),2452,111.7,765498.4,46.86,36.97,356.15,42.0,0.134532,86182.38,4615,2163,648900,86.5,1
BAT-TEST-L-06278,BYD Blade EV,NMC,Fast (DC),Hot,Shallow (20-80%),3535,171.0,1035531.0,18.63,15.32,353.76,34.9,0.172539,49380.74,4344,809,242700,32.4,1
BAT-TEST-L-06279,Model Y Performance,NMC,Fast (DC),Temperate,Shallow (20-80%),1453,79.1,365216.4,63.78,51.09,336.53,24.1,0.105909,69499.31,4011,2558,767400,102.3,1
BAT-TEST-L-06280,Model Y Performance,NCA,Slow (AC),Hot,Moderate (10-90%),2754,83.1,1088014.6,43.36,34.01,359.77,30.7,0.129848,89555.32,4862,2108,632400,84.3,1
BAT-TEST-L-06281,Model 3 Long Range,NMC,Slow (AC),Temperate,Shallow (20-80%),3774,118.6,1346213.1,31.87,25.42,342.24,48.9,0.15379,90202.12,5539,1765,529500,70.6,1
BAT-TEST-L-06282,BYD Blade EV,NCA,Slow (AC),Hot,Shallow (20-80%),1493,57.2,381331.7,72.62,58.79,354.13,28.2,0.088657,81311.52,5452,3959,1187700,158.4,1
BAT-TEST-L-06283,Tesla Model S,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),4148,178.2,1120358.8,25.17,21.19,350.58,26.9,0.165778,78311.62,5543,1395,418500,55.8,1
BAT-TEST-L-06284,Chevy Bolt EV,LFP,Slow (AC),Temperate,Shallow (20-80%),255,13.2,68806.9,93.97,75.14,350.53,31.0,0.058387,17971.29,4227,3972,1191600,158.9,0
BAT-TEST-L-06285,Model Y Performance,NCA,Slow (AC),Cold,Deep (0-100%),376,21.0,111876.6,92.38,74.39,356.54,27.1,0.057823,26052.29,4937,4561,1368300,182.4,0
BAT-TEST-L-06286,Chevy Bolt EV,LFP,Slow (AC),Hot,Moderate (10-90%),3170,109.5,1138472.4,31.13,24.7,336.44,27.0,0.148709,74008.58,4603,1433,429900,57.3,1
BAT-TEST-L-06287,BYD Blade EV,NCA,Slow (AC),Temperate,Moderate (10-90%),3308,143.6,1033406.9,37.64,29.11,333.14,36.9,0.14019,93390.45,5305,1997,599100,79.9,1
BAT-TEST-L-06288,Model 3 Long Range,NMC,Slow (AC),Hot,Shallow (20-80%),3103,141.4,870659.1,27.7,23.08,348.41,32.1,0.15152,64472.79,4292,1189,356700,47.6,1
BAT-TEST-L-06289,Model 3 Long Range,NCA,Slow (AC),Cold,Moderate (10-90%),1484,45.6,474007.3,67.7,54.3,358.58,30.4,0.094095,75347.87,4594,3110,933000,124.4,1
BAT-TEST-L-06290,BYD Blade EV,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),746,48.6,295420.3,87.54,70.99,356.22,28.4,0.068563,48979.87,5988,5242,1572600,209.7,0
BAT-TEST-L-06291,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Hot,Shallow (20-80%),924,57.7,240832.5,81.25,64.35,330.44,40.1,0.074013,56304.31,4927,4003,1200900,160.1,0
BAT-TEST-L-06292,Model Y Performance,NMC,Slow (AC),Hot,Deep (0-100%),1440,45.1,380375.9,71.85,59.37,343.66,35.8,0.089216,77600.9,5116,3676,1102800,147.0,1
BAT-TEST-L-06293,Tesla Model S,NCA,Ultra-Fast (HPC),Cold,Shallow (20-80%),3560,117.8,1154717.1,30.15,24.21,359.42,24.0,0.151228,80494.86,5096,1536,460800,61.4,1
BAT-TEST-L-06294,Tesla Model S,NMC,Fast (DC),Temperate,Deep (0-100%),2453,91.5,909603.1,43.49,35.33,350.58,39.1,0.129061,80018.93,4341,1888,566400,75.5,1
BAT-TEST-L-06295,BYD Blade EV,NCA,Fast (DC),Hot,Shallow (20-80%),3686,166.4,1199722.5,21.44,16.35,331.07,22.4,0.164844,59259.06,4692,1006,301800,40.2,1
BAT-TEST-L-06296,Model Y Performance,LFP,Slow (AC),Hot,Deep (0-100%),1880,118.9,732080.5,65.55,54.9,349.14,19.1,0.110296,92420.51,5457,3577,1073100,143.1,1
BAT-TEST-L-06297,Tesla Model S,NCA,Slow (AC),Temperate,Shallow (20-80%),1884,55.3,537384.2,59.84,47.21,355.9,22.4,0.11675,84550.33,4691,2807,842100,112.3,1
BAT-TEST-L-06298,Chevy Bolt EV,NMC,Fast (DC),Temperate,Deep (0-100%),1174,61.9,465385.0,76.32,62.17,356.64,47.3,0.085213,67200.35,4958,3784,1135200,151.4,1
BAT-TEST-L-06299,BYD Blade EV,NMC,Slow (AC),Temperate,Moderate (10-90%),3101,99.6,1022472.7,28.61,23.31,359.71,46.1,0.160538,66540.82,4344,1243,372900,49.7,1
BAT-TEST-L-06300,Model 3 Long Range,NCA,Slow (AC),Hot,Deep (0-100%),3250,189.5,914456.8,32.43,26.2,343.47,41.7,0.155034,79058.68,4810,1560,468000,62.4,1
BAT-TEST-L-06301,Model 3 Long Range,NMC,Ultra-Fast (HPC),Hot,Moderate (10-90%),4577,252.9,1386475.2,17.51,15.26,348.68,23.8,0.17255,60092.26,5548,971,291300,38.8,1
BAT-TEST-L-06302,Chevy Bolt EV,NMC,Fast (DC),Hot,Deep (0-100%),1583,61.1,465788.2,61.1,48.22,350.8,43.3,0.104583,72543.43,4070,2487,746100,99.5,1
BAT-TEST-L-06303,Tesla Model S,NMC,Ultra-Fast (HPC),Temperate,Moderate (10-90%),3090,118.9,804400.6,40.62,32.99,346.91,35.1,0.136355,94137.62,5204,2114,634200,84.6,1
BAT-TEST-L-06304,Model 3 Long Range,NCA,Slow (AC),Temperate,Moderate (10-90%),4277,156.1,1669211.7,12.62,10.15,332.15,28.5,0.182939,40469.84,4895,618,185400,24.7,1
BAT-TEST-L-06305,Model Y Performance,NMC,Ultra-Fast (HPC),Hot,Shallow (20-80%),4321,269.2,1497906.6,20.46,15.59,333.24,43.9,0.160038,66308.78,5433,1112,333600,44.5,1
BAT-TEST-L-06306,Chevy Bolt EV,LFP,Fast (DC),Hot,Shallow (20-80%),3215,142.2,807318.9,21.49,17.64,344.41,33.2,0.159564,51814.48,4095,880,264000,35.2,1
BAT-TEST-L-06307,Model Y Performance,NCA,Fast (DC),Temperate,Shallow (20-80%),526,33.9,189334.2,89.86,70.56,357.39,44.6,0.067648,35450.13,5188,4662,1398600,186.5,0
BAT-TEST-L-06308,Model Y Performance,LFP,Fast (DC),Cold,Deep (0-100%),4244,131.6,1546435.0,20.03,17.33,346.31,49.2,0.170152,63744.18,5307,1063,318900,42.5,1
BAT-TEST-L-06309,BYD Blade EV,NMC,Slow (AC),Hot,Shallow (20-80%),2167,89.3,838883.2,55.4,43.51,335.57,22.2,0.108685,90030.89,4858,2691,807300,107.6,1
BAT-TEST-L-06310,BYD Blade EV,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),1794,52.2,492075.5,60.42,49.36,334.11,41.4,0.113044,81289.66,4532,2738,821400,109.5,1
BAT-TEST-L-06311,BYD Blade EV,NCA,Slow (AC),Temperate,Moderate (10-90%),2060,125.8,684601.5,51.5,40.83,342.89,41.9,0.125156,79573.2,4248,2188,656400,87.5,1
BAT-TEST-L-06312,Chevy Bolt EV,NMC,Slow (AC),Cold,Shallow (20-80%),3941,249.4,1329099.2,31.12,24.74,337.75,29.4,0.148856,91980.88,5721,1780,534000,71.2,1
BAT-TEST-L-06313,Model Y Performance,LFP,Fast (DC),Hot,Moderate (10-90%),1054,37.4,290620.9,79.07,63.64,351.28,19.3,0.082923,62508.01,5037,3983,1194900,159.3,1
BAT-TEST-L-06314,Model 3 Long Range,LFP,Ultra-Fast (HPC),Cold,Deep (0-100%),642,20.8,183409.6,86.94,67.72,350.93,18.0,0.06298,41863.13,4917,4275,1282500,171.0,0
BAT-TEST-L-06315,Chevy Bolt EV,NMC,Fast (DC),Temperate,Moderate (10-90%),4033,132.5,1035007.2,22.59,18.71,349.78,23.5,0.169539,68338.25,5210,1177,353100,47.1,1
BAT-TEST-L-06316,Tesla Model S,NCA,Fast (DC),Cold,Shallow (20-80%),2944,107.1,915896.5,35.74,29.99,342.01,33.4,0.140183,78902.9,4581,1637,491100,65.5,1
BAT-TEST-L-06317,Model 3 Long Range,LFP,Fast (DC),Cold,Shallow (20-80%),1534,80.6,566708.6,74.2,59.65,352.92,18.7,0.082858,85362.92,5945,4411,1323300,176.4,1
BAT-TEST-L-06318,Model 3 Long Range,NCA,Slow (AC),Hot,Shallow (20-80%),1123,71.1,334704.9,73.95,60.72,355.48,17.0,0.095513,62283.84,4311,3188,956400,127.5,1
BAT-TEST-L-06319,Tesla Model S,LFP,Slow (AC),Temperate,Shallow (20-80%),1510,66.0,497617.6,71.99,58.54,346.16,38.9,0.095067,81528.28,5391,3881,1164300,155.2,1
BAT-TEST-L-06320,Model Y Performance,LFP,Fast (DC),Cold,Deep (0-100%),4389,193.6,1370986.7,15.18,10.95,343.88,31.8,0.180568,49969.58,5175,786,235800,31.4,1
BAT-TEST-L-06321,Tesla Model S,LFP,Ultra-Fast (HPC),Temperate,Deep (0-100%),1634,107.2,465979.1,70.79,57.03,352.46,23.2,0.102314,86747.55,5593,3959,1187700,158.4,1
BAT-TEST-L-06322,Model 3 Long Range,NMC,Fast (DC),Temperate,Moderate (10-90%),292,13.6,77779.6,94.9,76.45,346.56,30.8,0.056398,20783.86,5729,5437,1631100,217.5,0
BAT-TEST-L-06323,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Deep (0-100%),1595,53.2,480692.5,66.96,52.96,357.38,46.7,0.097343,80104.09,4828,3233,969900,129.3,1
BAT-TEST-L-06324,Tesla Model S,NCA,Slow (AC),Cold,Moderate (10-90%),2183,78.5,644972.7,47.16,38.19,332.81,28.3,0.1268,77209.93,4131,1948,584400,77.9,1
BAT-TEST-L-06325,Model 3 Long Range,NCA,Fast (DC),Temperate,Deep (0-100%),2270,72.2,605398.4,60.21,48.14,339.17,22.7,0.115844,102509.63,5705,3435,1030500,137.4,1
BAT-TEST-L-06326,BYD Blade EV,LFP,Ultra-Fast (HPC),Cold,Shallow (20-80%),2669,81.4,842496.7,44.1,33.08,336.4,16.6,0.132537,88280.34,4775,2106,631800,84.2,1
BAT-TEST-L-06327,Chevy Bolt EV,LFP,Slow (AC),Hot,Shallow (20-80%),1913,68.5,523340.9,60.48,45.36,354.04,47.7,0.106856,86769.67,4840,2927,878100,117.1,1
BAT-TEST-L-06328,BYD Blade EV,NCA,Fast (DC),Temperate,Deep (0-100%),1133,40.4,305292.1,79.07,62.86,332.02,37.0,0.085045,67189.81,5413,4280,1284000,171.2,1
BAT-TEST-L-06329,Chevy Bolt EV,LFP,Slow (AC),Hot,Deep (0-100%),4540,134.7,1259752.8,13.4,9.76,349.97,23.2,0.175074,45613.25,5242,702,210600,28.1,1
BAT-TEST-L-06330,Chevy Bolt EV,NCA,Fast (DC),Hot,Deep (0-100%),4234,185.6,1091808.9,11.22,10.92,344.65,49.2,0.180871,35620.69,4769,535,160500,21.4,1
BAT-TEST-L-06331,Model 3 Long Range,NMC,Ultra-Fast (HPC),Temperate,Shallow (20-80%),2034,80.3,556785.2,61.04,47.65,342.99,14.0,0.10859,93110.59,5220,3186,955800,127.4,1
BAT-TEST-L-06332,Tesla Model S,NCA,Fast (DC),Temperate,Shallow (20-80%),3268,106.7,1137613.0,39.11,32.34,334.31,21.1,0.153563,95858.86,5367,2099,629700,84.0,1
BAT-TEST-L-06333,Model 3 Long Range,LFP,Slow (AC),Hot,Deep (0-100%),1681,78.2,630097.5,65.28,50.74,349.65,26.1,0.098784,82296.72,4841,3160,948000,126.4,1
BAT-TEST-L-06334,BYD Blade EV,NCA,Ultra-Fast (HPC),Cold,Shallow (20-80%),3788,165.9,1195937.4,10.99,8.99,335.78,21.4,0.177246,31236.65,4256,468,140400,18.7,1
BAT-TEST-L-06335,Model 3 Long Range,LFP,Slow (AC),Hot,Moderate (10-90%),3375,195.7,1066018.9,26.42,21.4,330.82,17.4,0.163371,66878.31,4587,1212,363600,48.5,1
BAT-TEST-L-06336,Model 3 Long Range,LFP,Fast (DC),Hot,Deep (0-100%),3715,151.5,1190346.5,33.26,27.82,338.15,43.4,0.147516,92664.58,5566,1851,555300,74.0,1
BAT-TEST-L-06337,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Hot,Shallow (20-80%),2959,96.6,1013399.2,49.07,37.61,330.25,29.1,0.128243,108901.65,5810,2851,855300,114.0,1
BAT-TEST-L-06338,Model 3 Long Range,LFP,Slow (AC),Hot,Shallow (20-80%),2015,76.0,754188.0,51.28,38.99,338.94,23.3,0.122656,77501.78,4136,2121,636300,84.8,1
BAT-TEST-L-06339,Model Y Performance,NCA,Ultra-Fast (HPC),Temperate,Deep (0-100%),4957,289.5,1744885.0,13.76,10.34,346.29,23.0,0.181319,51167.25,5748,791,237300,31.6,1
BAT-TEST-L-06340,Tesla Model S,NCA,Fast (DC),Hot,Shallow (20-80%),597,17.8,153456.2,86.54,70.51,343.44,41.3,0.064506,38750.11,4437,3840,1152000,153.6,0
BAT-TEST-L-06341,Model 3 Long Range,NMC,Slow (AC),Hot,Deep (0-100%),878,27.8,261536.2,78.89,62.92,336.03,19.7,0.087465,51952.04,4160,3282,984600,131.3,1
BAT-TEST-L-06342,Tesla Model S,NMC,Ultra-Fast (HPC),Hot,Moderate (10-90%),633,19.8,166479.0,86.13,68.36,358.05,17.1,0.071357,40889.59,4563,3930,1179000,157.2,0
BAT-TEST-L-06343,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Shallow (20-80%),3543,232.1,1160774.7,18.48,14.22,345.06,26.8,0.179935,49098.34,4346,803,240900,32.1,1
BAT-TEST-L-06344,Chevy Bolt EV,LFP,Fast (DC),Temperate,Deep (0-100%),1230,59.5,405082.1,76.24,60.99,334.98,17.4,0.093495,70332.27,5177,3947,1184100,157.9,1
BAT-TEST-L-06345,Model 3 Long Range,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),2664,161.8,684625.0,55.5,44.97,357.97,29.4,0.116435,110888.94,5987,3323,996900,132.9,1
BAT-TEST-L-06346,Model Y Performance,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),2162,84.0,855484.0,48.52,38.2,330.86,18.9,0.12793,78677.33,4200,2038,611400,81.5,1
BAT-TEST-L-06347,Model Y Performance,NCA,Ultra-Fast (HPC),Hot,Shallow (20-80%),3742,161.7,1231754.9,24.19,20.97,333.64,52.1,0.16505,67903.15,4936,1194,358200,47.8,1
BAT-TEST-L-06348,Model Y Performance,NCA,Ultra-Fast (HPC),Cold,Moderate (10-90%),4456,258.4,1315437.6,11.13,9.98,342.3,47.9,0.177904,37196.51,5014,558,167400,22.3,1
BAT-TEST-L-06349,BYD Blade EV,LFP,Ultra-Fast (HPC),Temperate,Moderate (10-90%),3895,122.3,1001145.9,19.92,16.59,357.32,46.6,0.172624,58191.13,4864,969,290700,38.8,1
BAT-TEST-L-06350,Tesla Model S,NMC,Slow (AC),Cold,Shallow (20-80%),2758,143.5,876717.8,44.73,36.04,334.85,22.9,0.141447,92514.67,4990,2232,669600,89.3,1
BAT-TEST-L-06351,Model 3 Long Range,NCA,Ultra-Fast (HPC),Cold,Shallow (20-80%),1815,56.2,550096.2,61.45,48.32,342.43,16.0,0.115769,83644.54,4708,2893,867900,115.7,1
BAT-TEST-L-06352,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Cold,Deep (0-100%),2465,150.6,671263.0,39.36,31.55,330.66,33.2,0.142309,72775.28,4065,1600,480000,64.0,1
BAT-TEST-L-06353,BYD Blade EV,LFP,Fast (DC),Temperate,Shallow (20-80%),3463,103.4,1335506.5,30.33,25.83,332.12,40.5,0.160522,78771.66,4970,1507,452100,60.3,1
BAT-TEST-L-06354,BYD Blade EV,LFP,Slow (AC),Hot,Moderate (10-90%),3848,169.8,1387192.3,18.02,12.6,334.21,34.9,0.172242,52008.69,4694,846,253800,33.8,1
BAT-TEST-L-06355,Model Y Performance,NMC,Fast (DC),Cold,Moderate (10-90%),601,37.5,160418.0,88.39,70.6,347.46,37.3,0.059519,39842.34,5177,4576,1372800,183.0,0
BAT-TEST-L-06356,Tesla Model S,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),3164,107.1,1100887.9,31.65,24.84,331.19,19.0,0.162687,75094.75,4629,1465,439500,58.6,1
BAT-TEST-L-06357,Model 3 Long Range,LFP,Slow (AC),Cold,Deep (0-100%),699,25.3,217464.6,84.47,66.62,353.03,29.3,0.070905,44284.93,4502,3803,1140900,152.1,0
BAT-TEST-L-06358,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Temperate,Shallow (20-80%),639,35.2,249694.3,88.14,70.41,337.88,39.2,0.066924,42239.27,5386,4747,1424100,189.9,0
BAT-TEST-L-06359,BYD Blade EV,NMC,Ultra-Fast (HPC),Hot,Shallow (20-80%),662,25.1,181044.5,84.31,66.99,338.39,15.0,0.076655,41858.13,4218,3556,1066800,142.2,0
BAT-TEST-L-06360,Chevy Bolt EV,NMC,Ultra-Fast (HPC),Cold,Shallow (20-80%),1866,115.5,483555.9,60.1,48.06,347.16,35.0,0.104092,84108.27,4677,2811,843300,112.4,1
BAT-TEST-L-06361,Model Y Performance,LFP,Fast (DC),Hot,Shallow (20-80%),1029,30.7,342473.2,82.64,65.94,333.8,12.3,0.081997,63780.4,5929,4900,1470000,196.0,0
BAT-TEST-L-06362,Chevy Bolt EV,NMC,Slow (AC),Hot,Shallow (20-80%),2353,77.1,900919.1,52.4,41.44,338.57,29.1,0.115615,92476.11,4943,2590,777000,103.6,1
BAT-TEST-L-06363,Model 3 Long Range,LFP,Ultra-Fast (HPC),Cold,Moderate (10-90%),4166,162.7,1076442.3,23.96,18.69,340.97,19.5,0.164783,74876.7,5479,1313,393900,52.5,1
BAT-TEST-L-06364,Model 3 Long Range,NCA,Ultra-Fast (HPC),Temperate,Shallow (20-80%),3820,127.1,1433565.0,34.01,25.86,354.38,28.8,0.140791,97428.02,5788,1968,590400,78.7,1
BAT-TEST-L-06365,Model 3 Long Range,NMC,Slow (AC),Hot,Shallow (20-80%),3163,111.7,1029476.6,36.33,30.37,354.24,26.0,0.146376,86193.38,4968,1805,541500,72.2,1
BAT-TEST-L-06366,BYD Blade EV,NCA,Fast (DC),Cold,Shallow (20-80%),3768,195.2,1170962.0,15.0,11.18,357.0,49.2,0.170695,42379.37,4433,665,199500,26.6,1
BAT-TEST-L-06367,Tesla Model S,NMC,Fast (DC),Temperate,Moderate (10-90%),1208,63.2,476854.1,77.25,63.81,352.73,17.7,0.085454,69988.73,5310,4102,1230600,164.1,1
BAT-TEST-L-06368,Model Y Performance,LFP,Ultra-Fast (HPC),Hot,Deep (0-100%),1385,61.3,464640.1,71.73,57.35,354.95,27.0,0.091128,74506.35,4899,3514,1054200,140.6,1
BAT-TEST-L-06369,Model Y Performance,NCA,Ultra-Fast (HPC),Hot,Deep (0-100%),1316,39.9,390593.8,74.66,59.4,353.65,45.4,0.088071,73691.95,5194,3878,1163400,155.1,1
BAT-TEST-L-06370,Tesla Model S,NCA,Ultra-Fast (HPC),Temperate,Shallow (20-80%),1044,45.0,410255.8,78.28,62.24,333.73,28.9,0.083894,61291.66,4806,3762,1128600,150.5,1
BAT-TEST-L-06371,BYD Blade EV,NMC,Ultra-Fast (HPC),Temperate,Deep (0-100%),834,27.8,293202.7,85.43,68.78,358.64,16.4,0.073348,53435.12,5723,4889,1466700,195.6,0
BAT-TEST-L-06372,Model Y Performance,NCA,Slow (AC),Temperate,Shallow (20-80%),4349,246.7,1732310.6,11.62,9.89,342.36,31.6,0.177048,37905.24,4921,572,171600,22.9,1
BAT-TEST-L-06373,Model Y Performance,LFP,Ultra-Fast (HPC),Cold,Shallow (20-80%),4665,303.3,1636379.7,13.33,9.39,358.92,38.3,0.177821,46622.43,5382,717,215100,28.7,1
BAT-TEST-L-06374,Model Y Performance,NCA,Ultra-Fast (HPC),Hot,Moderate (10-90%),1783,63.9,565567.9,64.87,52.96,359.82,18.2,0.111189,86751.64,5076,3293,987900,131.7,1
BAT-TEST-L-06375,Model Y Performance,NMC,Fast (DC),Hot,Shallow (20-80%),787,23.1,201960.1,81.98,65.25,339.65,37.8,0.075124,48386.01,4366,3579,1073700,143.2,0
BAT-TEST-L-06376,Chevy Bolt EV,NMC,Slow (AC),Cold,Shallow (20-80%),3144,172.2,814530.0,46.41,36.68,356.46,35.4,0.127514,109433.12,5867,2723,816900,108.9,1
BAT-TEST-L-06377,Tesla Model S,NCA,Fast (DC),Cold,Shallow (20-80%),1840,99.3,596095.4,67.07,54.53,352.51,39.9,0.094717,92557.93,5588,3748,1124400,149.9,1
BAT-TEST-L-06378,Model 3 Long Range,NCA,Fast (DC),Hot,Shallow (20-80%),1195,57.9,418330.0,77.32,61.68,350.99,19.4,0.075845,69300.64,5270,4075,1222500,163.0,1
BAT-TEST-L-06379,BYD Blade EV,NCA,Slow (AC),Cold,Shallow (20-80%),923,35.1,336989.1,83.42,67.62,351.85,15.3,0.068196,57747.89,5567,4644,1393200,185.8,0
BAT-TEST-L-06380,Chevy Bolt EV,NMC,Fast (DC),Temperate,Moderate (10-90%),1900,87.0,508959.6,67.83,55.33,352.4,22.6,0.099199,96654.99,5906,4006,1201800,160.2,1
BAT-TEST-L-06381,Model Y Performance,NMC,Fast (DC),Hot,Shallow (20-80%),4095,213.0,1499650.2,24.26,18.92,350.13,41.4,0.162049,74513.93,5407,1312,393600,52.5,1
BAT-TEST-L-06382,Tesla Model S,NMC,Fast (DC),Temperate,Moderate (10-90%),3022,89.9,969374.5,46.06,36.96,342.04,35.6,0.131619,104392.38,5602,2580,774000,103.2,1
BAT-TEST-L-06383,Model Y Performance,NMC,Slow (AC),Temperate,Moderate (10-90%),4818,167.4,1692226.7,11.49,9.45,339.21,24.3,0.182934,41504.9,5443,625,187500,25.0,1
BAT-TEST-L-06384,Tesla Model S,NMC,Ultra-Fast (HPC),Temperate,Shallow (20-80%),2814,164.8,846470.5,35.83,27.6,347.3,45.3,0.141897,75617.26,4385,1571,471300,62.8,1
BAT-TEST-L-06385,Model 3 Long Range,NMC,Slow (AC),Cold,Moderate (10-90%),522,23.9,197719.2,89.86,72.79,346.43,36.0,0.073284,35178.38,5146,4624,1387200,185.0,0
BAT-TEST-L-06386,Chevy Bolt EV,NCA,Slow (AC),Hot,Moderate (10-90%),3994,224.7,1528855.1,29.33,24.1,354.58,23.6,0.169647,87871.04,5652,1658,497400,66.3,1
